Recording	Participant	Timeline	TOI	Interval	Media	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	55	86,32	30,57	613,24	86,76	2,51	0,75	13,12	138,16	104	102,6	50,54	50,54	1,45
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	41	105,97	32,57	519,77	93,86	3,09	0,93	10,63	126,84	293	5,28	44,11	41,32	1,94
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	37,53	37,53	37,53		1,89	1,89	1,89	1,89	138	287,19	37,53	37,53	1,89
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	162	102,31	30,09	715,54	84,69	3,04	0,61	13,81	492,48	213	112,72	32,21	32,21	0,8
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	4	148,28	41,05	370,79	154,59	4,87	1,3	11,56	19,49	33	325,74	370,79	181,7	11,56
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		18	100,21	32,68	469,84	111,83	2,81	0,89	7,61	50,59	263	264,62	111,36	89,78	3,43
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=8732525838875231745)	1	Encuesta TFG (125)	1	79,04	79,04	79,04		2,62	2,62	2,62	2,62	485	66,19	79,04	63,67	2,62
Recording17	Participant17	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	651,21	651,21	651,21		14,76	14,76	14,76	14,76	259	325,93	651,21	303,06	14,76
Recording17	Participant17	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	158	125,22	31,73	907,07	142,63	4,06	0,62	24,46	641,23	442	94,37	57,15	55,96	1,64
Recording17	Participant17	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	156	133,22	30,24	1123,79	155,15	3,88	0,73	23,25	605,31	144	136,5	339,45	210,91	10,17
Recording17	Participant17	Timeline2-Mode2	Text	1	Text	30	206,27	34,28	748,25	183,19	6,2	1,42	20,26	186,06	325	172,82	231,95	174,48	8,31
Recording17	Participant17	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording17,Text	717	125,68	30,09	1123,79	136,07	3,88	0,56	24,46	2781,5	3623	95,99	195,82	195,82	3,56
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	39	183,33	30,38	746,54	214,51	5	0,71	16,96	195,06	932	42,98	90,52	90,52	3,01
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	53	71,19	31,04	651,41	90,24	2,33	0,51	26,23	123,65	293	278,33	53,02	52,44	1,91
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	37	68,25	31,02	343,52	57,36	2,16	0,6	8,79	79,98	37	211,89	35,76	35,76	0,94
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	33,69	33,69	33,69		0,85	0,85	0,85	0,85	73	274,06	33,69	33,69	0,85
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	128	63,38	30,05	335,32	46,49	2	0,56	6,12	255,55	101	257,62	44,21	41,27	1,13
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	5	170,08	58,62	350,45	118,87	4,46	1,1	10,36	22,29	57	88,05	350,45	203,63	10,36
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		18	138,67	30,29	821,76	209,55	3,38	0,73	16,62	60,87	97	102,49	50,22	50,22	1,53
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-5383015220553682944)	1	Encuesta TFG (131)	3	147,22	61,3	244,74	92,27	4,59	2,01	6,32	13,76	260	322,07	244,74	124,82	6,32
Recording19	Participant19	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	302,46	96,5	508,42	291,28	5,7	2,75	8,65	11,41	149	137,98	96,5	68,68	2,75
Recording19	Participant19	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	147	95,97	30,34	1072,92	147,72	2,65	0,62	22,51	390,14	226	33,04	131,58	90,78	3,87
Recording19	Participant19	Timeline1-Mode1	PatataClaro	1	PatataClaro	114	95,96	30,64	610,39	129,12	2,66	0,66	10	303,45	164	151,99	295,85	194,69	9,38
Recording19	Participant19	Timeline1-Mode1	Text1	1	Text1	30	138,92	46,13	782,4	147,78	3,71	1,15	15,71	111,39	584	169,62	68,42	68,42	1,15
Recording19	Participant19	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording19,Text1	707	103,09	30,05	1072,92	132,88	3	0,51	26,23	2121,12	709	67,86	119,16	83,38	3,37
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	54,93	54,93	54,93		1,69	1,69	1,69	1,69	78	91,51	54,93	54,88	1,69
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	85	173,56	30,96	722,53	173,78	5,75	0,78	23,38	489,08	1581	266,37	62,57	55,64	2,65
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	72	106,32	30,91	731,85	114,36	3,35	0,63	20,19	241,29	798	171,38	283,21	172,02	8,94
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	3	45	33,06	63,82	16,49	1,54	0,9	2,42	4,63	0	257,28	33,06	33,06	0,9
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	31	74,29	32,5	194,71	41,69	2,34	0,77	7,01	72,67	25	348,35	44,26	42,99	1,63
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	103	84,75	31,33	966,96	96,55	2,63	0,58	24,14	270,48	685	98,72	40,03	40,03	1,74
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1	352,14	352,14	352,14		12,55	12,55	12,55	12,55	92	92,3	352,14	235,42	12,55
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		19	86,55	32,08	238,42	64,1	2,91	0,63	9,03	55,37	192	275,21	44,41	37,59	1,51
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-2371701458118685017)	1	Encuesta TFG (137)	0													
Recording20	Participant20	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	263,12	36,29	489,94	320,78	5,34	0,65	10,02	10,67	58	349,02	36,29	36,29	0,65
Recording20	Participant20	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	224	98,91	30,1	1071,11	132,66	3,14	0,6	26,18	703,82	238	86,42	85,4	83,71	2,2
Recording20	Participant20	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	186	97,43	30,02	630,01	123,5	2,88	0,53	20,42	534,95	63	125,62	325,17	215,4	11,06
Recording20	Participant20	Timeline2-Mode2	Text	1	Text	46	143,83	35,16	961,65	159,21	4,68	1,08	20,93	215,38	206	63,62	42,14	38,99	1,91
Recording20	Participant20	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording20,Text	892	112,65	30,02	1071,11	134,17	3,65	0,53	26,18	3255,34	625	259,22	194,88	128,95	8,42
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	46,74	46,74	46,74		1,04	1,04	1,04	1,04	25	308,38	46,74	46,74	1,04
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	16	124,7	32,62	652,96	189,62	3,67	0,89	18,92	58,69	152	171,02	42,97	40,34	1,31
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	51	70,92	30,64	238,93	48,3	2,18	0,59	8,22	111,35	131	89,42	43,2	43,2	1,34
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	33	71,83	30,99	391,68	62,69	2,25	0,97	9,59	74,2	610	343,08	36,14	33,81	1,08
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	2	122,5	120,52	124,49	2,8	4,2	4,07	4,34	8,4	87	24,24	124,49	110,2	4,07
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	149	89,9	30,09	787,36	99,55	2,79	0,53	22,12	416,2	236	285,58	51	43,24	1,46
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	233,74	64,07	403,4	239,94	7,28	2,2	12,35	14,55	78	90,27	403,4	255,27	12,35
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		13	106,88	32,21	262,96	75,49	3,98	1,16	9,9	51,72	159	253,81	95,53	63,18	3,73
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=365396818688682320)	1	Encuesta TFG (145)	2	75,5	66,29	84,71	13,02	1,77	1,26	2,27	3,53	216	87,01	84,71	63,64	2,27
Recording21	Participant21	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	159,09	159,09	159,09		5,75	5,75	5,75	5,75	257	162	159,09	111,74	5,75
Recording21	Participant21	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	87	105,87	30,02	504,4	110,33	3,42	0,8	15,32	297,52	150	166,29	504,4	200,31	13
Recording21	Participant21	Timeline1-Mode1	PatataClaro	1	PatataClaro	59	138,61	30,73	599,23	149,38	3,87	0,7	16,91	228,43	196	112,32	298,73	128,81	5,98
Recording21	Participant21	Timeline1-Mode1	Text1	1	Text1	29	176,47	32,27	801,78	179,29	4,78	1,06	16,41	138,52	466	181,22	333,11	333,11	4,95
Recording21	Participant21	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording21,Text1	540	107,45	30,02	801,78	116,34	3,41	0,53	22,12	1841,19	1225	137,95	377,37	173,68	8,5
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	4	61,91	45,19	82,77	16,49	1,61	0,92	1,97	6,43	244	87,95	45,19	45,19	1,77
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	31	59,74	31,38	146,91	30,72	1,67	0,29	6,67	51,85	327	76,38	31,38	31,38	1,7
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	20	80,75	30,14	228,05	55,07	1,86	0,38	4,19	37,24	341	22,07	40,33	38,08	1,37
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	69,26	69,26	69,26		0,77	0,77	0,77	0,77	137	97,48	69,26	69,26	0,77
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	7	86,16	36,22	179,89	45,76	2,46	1,23	4,1	17,25	356	277,66	57,67	57,67	1,55
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	3	44,73	41,68	49,08	3,86	1,53	0,89	2,12	4,59	437	125,66	49,08	45,59	2,12
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		20	135,97	31,59	491,93	136,79	4,59	0,92	18,73	91,78	50	217,01	64,67	51,94	2,27
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=6295854032440293253)	1	Encuesta TFG (151)	0													
Recording22	Participant22	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	524,7	524,7	524,7		11,42	11,42	11,42	11,42	217	326,43	524,7	222,3	11,42
Recording22	Participant22	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	76	86,96	31,3	612,39	108,7	2,64	0,76	12,73	200,73	17	96,62	161,32	90,1	4,95
Recording22	Participant22	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	77	118,44	30,21	676,71	152,23	3,34	0,9	14,69	257,19	306	180,56	229,31	104,01	5,37
Recording22	Participant22	Timeline2-Mode2	Text	1	Text	32	146,75	43,17	628,26	145,33	4,66	1,67	23,12	149,07	565	161,31	443,49	443,49	7,64
Recording22	Participant22	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording22,Text	344	114,37	30,14	690,14	132,78	3,47	0,29	23,12	1192,13	558	290,43	139,65	98,11	5,04
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	38	95,49	30,17	539,07	94,4	2,92	0,58	21,02	110,92	136	102,66	78,58	52,67	3,82
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	1	89,27	89,27	89,27		2,83	2,83	2,83	2,83	98	352,88	89,27	78,97	2,83
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	81	92,43	30,54	438,47	80,93	2,63	0,57	14,08	213,28	51	195,78	135,85	95,59	3,85
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	83	86,7	30,23	397,38	73,18	2,35	0,53	12,64	195,36	693	12,75	80,52	75,86	2,13
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	47,37	47,37	47,37		1,67	1,67	1,67	1,67	130	56,16	47,37	40,38	1,67
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	207	73,97	30,26	419,79	56,22	2,06	0,51	11,02	426,09	355	340,5	45,08	45,08	1,24
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	283,01	64,44	501,59	309,12	5,18	1,53	8,82	10,36	89	101,37	501,59	501,59	8,82
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		35	204,61	31,46	756,6	206,65	5,64	0,77	17,18	197,33	17	123,44	131,25	103,58	4,16
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-8446764090793252142)	1	Encuesta TFG (157)	1	58,51	58,51	58,51		2	2	2	2	203	95,56	58,51	50,63	2
Recording23	Participant23	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	402,11	402,11	402,11		14,4	14,4	14,4	14,4	231	111,57	402,11	210,01	14,4
