AOI,Scenario,Oscuro_Total,Oscuro_Mean,Claro_Total,Claro_Mean,t_statistic,p_value,Significant,Difference_%
reducción,Overall,10.0,0.29411764705882354,0.0,0.0,2.962531982051983,0.004238802758592076,Yes,0.0
mochila4,Overall,11.0,0.3235294117647059,0.0,0.0,2.955912370674615,0.004319808866498805,Yes,0.0
onjetos,Overall,11.0,0.3235294117647059,0.0,0.0,2.955912370674615,0.004319808866498805,Yes,0.0
aire,Overall,7.0,0.20588235294117646,0.0,0.0,2.9249881291307074,0.00471760191139524,Yes,0.0
del3,Overall,0.0,0.0,7.0,0.20588235294117646,-2.9249881291307074,0.00471760191139524,Yes,-100.0
diseño1,Overall,7.0,0.20588235294117646,0.0,0.0,2.9249881291307074,0.00471760191139524,Yes,0.0
días,Overall,7.0,0.20588235294117646,0.0,0.0,2.9249881291307074,0.00471760191139524,Yes,0.0
que2,Overall,7.0,0.20588235294117646,0.0,0.0,2.9249881291307074,0.00471760191139524,Yes,0.0
sus3,Overall,0.0,0.0,7.0,0.20588235294117646,-2.9249881291307074,0.00471760191139524,Yes,-100.0
una3,Overall,0.0,0.0,7.0,0.20588235294117646,-2.9249881291307074,0.00471760191139524,Yes,-100.0
Titulo,Overall,0.0,0.0,24.0,0.7058823529411765,-2.887359019114727,0.005247317537031616,Yes,-100.0
diseño,Overall,13.0,0.38235294117647056,0.0,0.0,2.861717545946023,0.005639202833621479,Yes,0.0
adecuada1,Overall,12.0,0.35294117647058826,0.0,0.0,2.8049152694643333,0.006605300606908974,Yes,0.0
alimentos,Overall,0.0,0.0,12.0,0.35294117647058826,-2.8049152694643333,0.006605300606908974,Yes,-100.0
proteccion,Overall,12.0,0.35294117647058826,0.0,0.0,2.8049152694643333,0.006605300606908974,Yes,0.0
adecuada,Overall,14.0,0.4117647058823529,0.0,0.0,2.8016985139566315,0.006664322622193114,Yes,0.0
comun,Overall,0.0,0.0,14.0,0.4117647058823529,-2.8016985139566306,0.0066643226221931315,Yes,-100.0
comodo,Overall,15.0,0.4411764705882353,0.0,0.0,2.773860219646029,0.007195731291171109,Yes,0.0
Cuenta,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
EasyJet,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
aunque,Overall,0.0,0.0,8.0,0.23529411764705882,-2.7662562992324986,0.007347501481897519,Yes,-100.0
bolsillos1,Overall,16.0,0.47058823529411764,0.0,0.0,2.766256299232498,0.007347501481897519,Yes,0.0
cabina3,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
cabina4,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
como,Overall,8.0,0.23529411764705882,0.0,0.0,2.766256299232498,0.007347501481897519,Yes,0.0
del1,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
especie,Overall,0.0,0.0,8.0,0.23529411764705882,-2.7662562992324986,0.007347501481897519,Yes,-100.0
las2,Overall,0.0,0.0,8.0,0.23529411764705882,-2.7662562992324986,0.007347501481897519,Yes,-100.0
para2,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
resistente3,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
tamaño,Overall,8.0,0.23529411764705882,0.0,0.0,2.7662562992324986,0.007347501481897519,Yes,0.0
uso1,Overall,0.0,0.0,8.0,0.23529411764705882,-2.7662562992324986,0.007347501481897519,Yes,-100.0
TituloImagen,Overall,0.0,0.0,22.0,0.6470588235294118,-2.7578459503232384,0.007518784538821505,Yes,-100.0
botanica,Overall,0.0,0.0,11.0,0.3235294117647059,-2.7578459503232384,0.007518784538821505,Yes,-100.0
debajo,Overall,11.0,0.3235294117647059,0.0,0.0,2.7578459503232384,0.007518784538821505,Yes,0.0
nuestra3,Overall,11.0,0.3235294117647059,0.0,0.0,2.7578459503232384,0.007518784538821505,Yes,0.0
curiosidad,Overall,0.0,0.0,13.0,0.38235294117647056,-2.7287227605368463,0.008140578504542906,Yes,-100.0
forrajera,Overall,0.0,0.0,13.0,0.38235294117647056,-2.7287227605368463,0.008140578504542906,Yes,-100.0
material,Overall,13.0,0.38235294117647056,0.0,0.0,2.7287227605368463,0.008140578504542906,Yes,0.0
mochila3,Overall,13.0,0.38235294117647056,0.0,0.0,2.7287227605368463,0.008140578504542906,Yes,0.0
duración,Overall,10.0,0.29411764705882354,0.0,0.0,2.7262487840313536,0.008195511264439072,Yes,0.0
herbacea2,Overall,0.0,0.0,10.0,0.29411764705882354,-2.726248784031353,0.008195511264439079,Yes,-100.0
Nuestra4,Overall,9.0,0.2647058823529412,0.0,0.0,2.721108622044329,0.008310730915591417,Yes,0.0
XVIII,Overall,0.0,0.0,9.0,0.2647058823529412,-2.721108622044329,0.008310730915591417,Yes,-100.0
alivian,Overall,9.0,0.2647058823529412,0.0,0.0,2.721108622044329,0.008310730915591417,Yes,0.0
comodidad,Overall,9.0,0.2647058823529412,0.0,0.0,2.721108622044329,0.008310730915591417,Yes,0.0
cuenta3,Overall,9.0,0.2647058823529412,0.0,0.0,2.721108622044329,0.008310730915591417,Yes,0.0
MenuSubtitulo,Overall,0.0,0.0,14.0,0.4117647058823529,-2.692790574150389,0.00897249446619036,Yes,-100.0
estabilidad,Overall,19.0,0.5588235294117647,0.0,0.0,2.6910862655726593,0.009013818107691958,Yes,0.0
mayoria,Overall,21.0,0.6176470588235294,0.0,0.0,2.6702674529821273,0.009532821623267547,Yes,0.0
Etihad,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
Nuestra2,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
con4,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
con7,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
durante,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
estres,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
flores,Overall,0.0,0.0,6.0,0.17647058823529413,-2.6592157812837547,0.009819276063066889,Yes,-100.0
fue1,Overall,0.0,0.0,6.0,0.17647058823529413,-2.6592157812837547,0.009819276063066889,Yes,-100.0
lo1,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
para9,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
pertenencias,Overall,12.0,0.35294117647058826,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
portatil,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
que1,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
viaje2,Overall,6.0,0.17647058823529413,0.0,0.0,2.6592157812837547,0.009819276063066889,Yes,0.0
garantizar,Overall,16.0,0.47058823529411764,0.0,0.0,2.6101538701399294,0.011188010287349302,Yes,0.0
seguridad,Overall,11.0,0.3235294117647059,0.0,0.0,2.5949100521505764,0.011647306443734507,Yes,0.0
MenuApariencia,Overall,0.0,0.0,21.0,0.6176470588235294,-2.546056822855998,0.013236818600593099,Yes,-100.0
New_Easyjet,Overall,10.0,0.29411764705882354,0.0,0.0,2.5387620014487378,0.01349031395074101,Yes,0.0
acceso,Overall,10.0,0.29411764705882354,0.0,0.0,2.5387620014487373,0.013490313950741033,Yes,0.0
cuatro,Overall,10.0,0.29411764705882354,0.0,0.0,2.5387620014487373,0.013490313950741033,Yes,0.0
ventilado,Overall,10.0,0.29411764705882354,0.0,0.0,2.5387620014487373,0.013490313950741033,Yes,0.0
suaves,Overall,12.0,0.35294117647058826,0.0,0.0,2.5340918731611968,0.013654896213677608,Yes,0.0
portatiles,Overall,15.0,0.4411764705882353,0.0,0.0,2.5202346218531595,0.014153976738702176,Yes,0.0
Parmentier,Overall,0.0,0.0,13.0,0.38235294117647056,-2.5103176920968067,0.014521187105816366,Yes,-100.0
ColumnaIzquierdaImagenes,Overall,7.0,0.20588235294117646,0.0,0.0,2.5083518082147727,0.014594993494445478,Yes,0.0
Además,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
afincado,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
años,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
con3,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
cuenta2,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
cómoda12,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
desde,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
hace2,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
mochila6,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
por2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
rapido,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
su2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.508351808214772,0.014594993494445485,Yes,-100.0
un5,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
una1,Overall,7.0,0.20588235294117646,0.0,0.0,2.508351808214772,0.014594993494445485,Yes,0.0
ajustables,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
botella,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
espacio,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
larga,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
seguridad2,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
todos,Overall,9.0,0.2647058823529412,0.0,0.0,2.4961508830135313,0.01506067232299157,Yes,0.0
Enrique,Overall,0.0,0.0,8.0,0.23529411764705882,-2.477808484068317,0.01578596604882832,Yes,-100.0
cómoda,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
de23,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
elección,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
ofrece1,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
para7,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
versatil,Overall,8.0,0.23529411764705882,0.0,0.0,2.477808484068317,0.01578596604882832,Yes,0.0
véase,Overall,0.0,0.0,8.0,0.23529411764705882,-2.477808484068317,0.01578596604882832,Yes,-100.0
El2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
Las2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
agua2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
al1,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
cabina5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
con5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
con6,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
de26,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
del,Overall,10.0,0.29411764705882354,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
el1,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
es2,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
flujo,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
irlandes,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
las4,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
ligero,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
los2,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
mano2,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
no1,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
para12,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
para5,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
perenne,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
superindice56,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
tu,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
tus,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
uno,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
unos,Overall,0.0,0.0,5.0,0.14705882352941177,-2.385299807658105,0.019944451132010103,Yes,-100.0
y9,Overall,5.0,0.14705882352941177,0.0,0.0,2.385299807658105,0.019944451132010103,Yes,0.0
infoextra,Overall,16.0,0.47058823529411764,0.0,0.0,2.3637473611411157,0.02104388492869824,Yes,0.0
Contenidos,Overall,0.0,0.0,12.0,0.35294117647058826,-2.329089421693932,0.02292536446759192,Yes,-100.0
ocho,Overall,0.0,0.0,15.0,0.4411764705882353,-2.3254818827266797,0.023129550595862025,Yes,-100.0
MenuArriba,Overall,0.0,0.0,9.0,0.2647058823529412,-2.3191096605607586,0.023494166249755283,Yes,-100.0
perfecta,Overall,9.0,0.2647058823529412,0.0,0.0,2.3191096605607586,0.023494166249755283,Yes,0.0
viaje4,Overall,9.0,0.2647058823529412,0.0,0.0,2.3191096605607586,0.023494166249755283,Yes,0.0
España1,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
jardin,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
ofrece,Overall,8.0,0.23529411764705882,0.0,0.0,2.264114306353151,0.026858946426791267,Yes,0.0
semidecumbente,Overall,0.0,0.0,8.0,0.23529411764705882,-2.264114306353151,0.026858946426791267,Yes,-100.0
término,Overall,0.0,0.0,8.0,0.23529411764705882,-2.2641143063531506,0.02685894642679129,Yes,-100.0
pensando,Overall,19.0,0.5588235294117647,0.0,0.0,2.2635969092888284,0.026892526829010912,Yes,0.0
Doyle,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
agua,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
compañera,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
convertirse,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
de13,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
humano,Overall,0.0,0.0,6.0,0.17647058823529413,-2.2436350650417163,0.02821672941844407,Yes,-100.0
mano,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
mochila5,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
mochila8,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
tu8,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
una2,Overall,6.0,0.17647058823529413,0.0,0.0,2.2436350650417163,0.02821672941844407,Yes,0.0
diseñada,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
durar,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
hace,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
los,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
se2,Overall,0.0,0.0,7.0,0.20588235294117646,-2.2305570190839363,0.029115138356092966,Yes,-100.0
tus2,Overall,7.0,0.20588235294117646,0.0,0.0,2.2305570190839363,0.029115138356092966,Yes,0.0
ticketregalo,Overall,13.0,0.38235294117647056,0.0,0.0,2.1955010177864014,0.03164865111257106,Yes,0.0
otros,Overall,0.0,0.0,9.0,0.2647058823529412,-2.1750801022784043,0.03321194488739961,Yes,-100.0
pie_de_foto,Overall,0.0,0.0,22.0,0.6470588235294118,-2.169960003109352,0.033614350177854094,Yes,-100.0
Antoine,Overall,0.0,0.0,12.0,0.35294117647058826,-2.1669453555438456,0.03385327078474651,Yes,-100.0
Nuestra,Overall,10.0,0.29411764705882354,0.0,0.0,2.146843857267229,0.03548467082862433,Yes,0.0
multiples,Overall,10.0,0.29411764705882354,0.0,0.0,2.146843857267229,0.03548467082862433,Yes,0.0
20L,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
a2,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
cm,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
como1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
cuenta1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
cumplir,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
de21,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
de3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
el3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
en5,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
estacion,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
fácil,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
hasta,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
hay,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la1,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la2,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la4,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la5,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
la6,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
las,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
metro,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
mochila7,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
para6,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
pierde,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
por3,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
ser2,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
tallo,Overall,0.0,0.0,4.0,0.11764705882352941,-2.0976176963403033,0.03977234884624751,Yes,-100.0
un4,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
una,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
y3,Overall,4.0,0.11764705882352941,0.0,0.0,2.0976176963403033,0.03977234884624751,Yes,0.0
usos,Overall,0.0,0.0,8.0,0.23529411764705882,-2.097617696340303,0.03977234884624758,Yes,-100.0
correa,Overall,9.0,0.2647058823529412,0.0,0.0,2.054932800644799,0.043847368355295846,Yes,0.0
asiento,Overall,7.0,0.20588235294117646,0.0,0.0,2.028423973629254,0.046555637540541726,Yes,0.0
máxima,Overall,7.0,0.20588235294117646,0.0,0.0,2.028423973629254,0.046555637540541726,Yes,0.0
en4,Overall,6.0,0.17647058823529413,0.0,0.0,1.9768395829814076,0.05224020817530224,No,0.0
un,Overall,6.0,0.17647058823529413,0.0,0.0,1.9768395829814076,0.05224020817530224,No,0.0
Cabina,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
XVI,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
con2,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de15,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de2,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de4,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
de7,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
erecto,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
para11,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
planta1,Overall,0.0,0.0,5.0,0.14705882352941177,-1.9680547341524117,0.053265239452780874,No,-100.0
y,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524117,0.053265239452780874,No,0.0
correas1,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
de12,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
está1,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
lo,Overall,5.0,0.14705882352941177,0.0,0.0,1.9680547341524113,0.053265239452780916,No,0.0
cabina1,Overall,9.0,0.2647058823529412,0.0,0.0,1.9527222302254226,0.05509544184772251,No,0.0
para3,Overall,8.0,0.23529411764705882,0.0,0.0,1.8516401995451026,0.0685514952228819,No,0.0
Color:,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
cantidad,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de1,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de18,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de19,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de20,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de22,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
de24,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
el4,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
en1,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
en2,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
fría,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
para8,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
que3,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
sus,Overall,0.0,0.0,3.0,0.08823529411764706,-1.7870501915438122,0.07852122814685582,No,-100.0
tus1,Overall,3.0,0.08823529411764706,0.0,0.0,1.7870501915438122,0.07852122814685582,No,0.0
15,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
Mochila1,Overall,6.0,0.17647058823529413,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
Papa1,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
a,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
cesta,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
con,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
de27,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
del2,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
editar,Overall,0.0,0.0,3.0,0.08823529411764706,-1.787050191543812,0.07852122814685585,No,-100.0
estrés,Overall,6.0,0.17647058823529413,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
la7,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
las3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
más,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
que5,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
sea,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
tus3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
un3,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
un6,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
y8,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
ya,Overall,3.0,0.08823529411764706,0.0,0.0,1.787050191543812,0.07852122814685585,No,0.0
